content,source,page
"4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS │ 67 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
Table 4.1. Selected literature assessing the environmental impacts of recycling  
Study Material 
focus # studies Environmental impact categories 
EEA (2006[7]) Paper and 
Cardboard 9 Resource consumption, energy use, GWP, AP, 
toxicity, solid waste 
WRAP (2006[15]) Various 55 Resource consumption, energy use, water use, GWP 
Cleary (2009[14]) Waste 20 Energy use, GWP, AP 
WRAP (2010[10]) Various >200 Resource consumption, energy use, water use, GWP 
Valerio (2010[11]) Various 31 GWP, AP, EP, PCOP, toxicity 
NCASI (2012[8]) Paper 41 ? 
DSEWPC (2012[12]) Various 5 Resource consumption, energy use, water use, GWP, 
EP, PCOP, solid waste 
Morris et al. (2012[9]) Organics 82 GWP, AP, human toxicity, eco toxicity 
Astrup et al. (2015[16]) Waste 250 ? 
Laurent et al. (2014[13]) Various 222 Varies according to individual study 
HPRC (2015[5]) Plastics 17 GWP, AP, EP 
Bernardo et al. (2016[6]) Plastics 20 Energy use, GWP 
Note: GWP = global warming potential,  AP = acidification potential, EP = eutrophication potential, PCOP = 
Photochemical oxidation potential 
Source: Various  
The assumptions underlying individual LCAs vary considerably; a useful summary is 
provided by Laurent et al. (2014[13]). One key issue relates to the multi -functional 
character of material and energy recovery processes. For example, the environmental 
impacts of recycling result from both its waste management function (avoided dispo sal) 
as well as its role in the production of secondary commodities (avoided virgin resource 
extraction and processing). Assumptions about the volume (how much waste is recovered 
as opposed to disposed of?) and type (how substitutable are the recovered sec ondary 
materials for their primary equivalents?) of avoided resource extraction will significantly 
influence results. According to Laurent et al. (2014[13]), “most reviewed studies assume a 
substitution ratio of 1:1 and/or a quality similar to the substituted product”. By ignoring 
the existence of down -cycling, this approach can lead to overestimates of the 
environmental benefits resulting from material recovery. 5 Other key issues that are 
highlighted include the treatment of capital goods (are the environmental impacts 
associated with the construction of material recovery infrastructure accounted for?), and 
collection and transport (are the environmental impacts associated with these activiti es 
accounted for?). 
The key high level conclusion that emerges from the meta -analyses presented in Table 4.1 
is that recycling has a small environment al footprint relative to traditional disposal  
activities.6 WRAP (2006[15]) assessed 55 “state of the art” LCAs of paper and cardboard, 
glass, plastics, aluminium, steel, wood, and aggregates, and  conclude that “most studies 
show that recycling offers more environmental benefits and lower environmental impacts 
than the other waste management options”. On the basis of 222 individual studies, 
Laurent et al. (2014[13]) state that “ … for waste paper, all studies favour recycling or 
thermal treatment over landfilling” and “ … a relatively large proportion of studies tend 
to favour recycling over landfilling and thermal processes for plastics and  paper”. 
Bernardo, Simoes and Pinto (2016[6]) focussed on LCAs of plastics and found that “the 
results reported are generally consistent, showing that recycling has the lowest 
environmental impact on Global Warming Potential (GWP) and Total Energy Use (TEU) 
impacts”.",../data/raw/business_models_circular_economy_oecd.pdf,68
"68 │ 4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
Several of the meta -analyses present caveats to the conclusion that the environmental 
footprint of recycling is smaller than that for traditional disposal. Some caveats relate to 
specific materials. WRAP (2010[10]) state that, “for wood and textiles, more studies are 
needed to be able to make firmer conclusions regarding the environmental benefits of 
recycling”. Other caveats rel ate to data limitations. NCASI (2012[8]) state that, “while 
many of the reviewed studies resulted in findings that suggest a lower LCA profile for 
recovery for recycling over landfilling as an end-of-life option for paper, the applicability 
of this finding is limited, given the extent to which it depends on assumptions regarding 
paper degradation in landfills and the methods used to account for biogenic carbon, and 
the relative weakness of current LCA toxicity-related impact assessment”.  
It is also apparent from the existing literature that the environmental impacts of recycling 
vary significantly across materials. Figure 4.2 shows data from a LCA undertaken in New 
South Wales, Australia by the Department of Environment, Climate Change, and Water 
(NSW EPA, 2010 [17]). Recycling of metals is sho wn to have considerably larger 
environmental benefits in terms of avoided greenhouse gas emissions, energy use, and 
water use than recycling of building materials, paper and cardboard, organics, glass, or 
plastics. This is probably a function of the extrem ely high energy and water intensity of 
crushing, beneficiating, and refining mineral ores into finished metal products.  
Figure 4.2. Average net environmental benefits of recycling 1 tonne of waste in Australia 
 
Source: NSW EPA (2010[17]), Environmental benefits of recycling, https://bit.ly/2xihXl2 
Finally, the environmental impacts of recycling are also li kely to vary significantly with 
recycling rates. This issue is raised by Ekvall (2007[18]), who state that “the environmental 
burdens of collection and recycling are likely to be a non -linear function of the collection 
GHG emissions (tonnes CO2 eq)Water use (kL)
Cumulative energy demand (GH LHV)
Solid waste (tonnes)",../data/raw/business_models_circular_economy_oecd.pdf,69
"4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS │ 69 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
rate”, and, “at very high recycling rates, the required extra transport and processing of 
materials may increase fuel consumption and emissions greatly for each additional tonne 
of material that is collected”. In more concrete terms, i t is easy to imagine that the 
environmental benefits of collecting recyclable materials from smaller rural communities 
and transporting them to distant processing centres could require more energy use than it 
saves. This, in tandem with the private costs a nd benefits of recycling, raises the 
possibility of an optimum recycling rate. For example, cost benefit analysis undertaken 
for Japan finds that the recycling rate that minimises the average social cost7 of municipal 
solid waste management is around 10%, which is significantly less than current recycling 
rates of 20% (Kinnaman, Shinkuma and Yamamoto, 2014 [19]). Optimum recycling rates 
are likely to evolve over time as new technologies emerge and market prices change. 
 
4.3.2. Product life extension models 
General environmental considerations 
Product life extension business models, whether classic long life, direct reuse, 
maintenance and repair, or refurbishment and remanufacturing, tend to slow the flow of 
products and materials through the economy. This is widely considered to be positive 
from an environmental viewpoint. Reduced demand for new products translates up the 
value chain into reduced extraction and processing of new resources, and down the value 
chain into reduced disposal. The associated environmental impact of these activities is 
thereby reduced.  
There are at least three second order factors that may, at least partially, offset such 
environmental gains.8 First, the average environmental footprint of in -use products may 
increase if longer lived products slow the diffusion of new, r elatively efficient designs. 
This is of particular concern for product categories characterized by large use phase 
impacts and rapid technological progress. 9 Second, with the exception of the classic long 
life business model, product life extension process es also require inputs of materials and 
energy. For example, the environmental footprint of transporting a product to a repair or 
remanufacturing facility may be non-negligible. Third, if choosing repaired, second-hand, 
or remanufactured goods creates sign ificant consumer savings, then there will also be 
potential for rebound effects. Essentially, the additional consumption resulting from 
increased disposable income also has an environmental footprint.  
These three concerns apply to different extents for ea ch of the four product life extension 
sub-models. For example, because higher prices are central to the classic long life 
business model, there is little potential for direct rebound effects. Further, because this 
business model (when considered in isolati on) dispels with the need for post -sales repair 
or remanufacture, it also negates the environmental footprint of these activities (transport 
for example). As such, the classic long life business model has considerable potential 
from an environmental perspe ctive, especially for product categories (such as clothing) 
where a low proportion of the lifecycle environmental footprint is associated with the use-
phase (see DEFRA (2011[20]) for further discuss ion). More generally, it is unclear from 
the existing literature to what extent the environmental benefits associated with longer 
lived products (reduced extraction and processing of new resources, reduced disposal of 
end of life products) are offset by second order effects.",../data/raw/business_models_circular_economy_oecd.pdf,70
"70 │ 4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
LCA data: the example of remanufacturing 
There are a considerable number of LCAs that assess the environmental footprint of 
product remanufacturing, typically relative to a scenario involving product disposal and 
the purchase of an equ ivalent new product. The product focus in these studies is diverse, 
but common categories include automobiles (and their constituent parts), imaging 
equipment, and printer cartridges. A selection of this literature is presented in Table 4.2. 
Most studies focus on a limited subset of impact categories. Avoided energy use and 
greenhouse gas emissions are the most common, and avoided resource extraction an d 
waste disposal are also occasionally assessed.",../data/raw/business_models_circular_economy_oecd.pdf,71
"4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS │ 71 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
Table 4.2. Selected literature assessing the environmental impacts of remanufacturing  
Author Study  
type Product Focus Change in resource 
extraction 
Change in 
energy  
consumption 
Change in 
GHG  
emissions 
Waste 
disposal 
Kerr and Ryan 
(2001[21]) LCA 
Photocopiers -19% to -25% -27% -23% -35% 
Photocopiers 
(modular) -39% to -48% -68% -65% -47% 
Smith and Keoleian 
(2004[22]) LCA Engines -26% to -90% -68% to -83% -73% to -87% -65% to -
88% 
Steinhilper (1998[23]) ? Various - -85% - - 
Neto and Bloemhof 
(2009[24]) LCA Personal 
computers - -80% - - 
Kara (2010[25]) LCA Printer cartridges - - -33% - 
Gutowski et al. 
(2011[26]) 
Meta-
review 
Furniture - -100% - - 
Clothing - -64% - - 
Computers - -57% - - 
Electric motors - 3% - - 
Tires - 9% - - 
Appliances - 75% - - 
Engines - -4% - - 
Toner cartridges - -6% - - 
Warsen et al. 
(2011[27]) LCA Gearbox >50% -33% - - 
Biswas and Rosano 
(2011[28]) LCA Compressors - - -90% - 
Liu et al. (2014[29]) LCA Engines -95% -66% -67% - 
Wilson et al. (2014[30]) LCA Turbine blades - -36% -45% - 
ERN (2015[31]) Meta-
review 
Aerospace - - -356,000 -136,000 
Automotive - - -3,298,000 -902,000 
EEE - - -177,000 -150,000 
Furniture - - -131,000 -76,000 
Heavy duty 
equipment - - -3,458,000 -855,000 
Machinery - - -393,000 -35,000 
Marine - - -40,000 -15,000 
Medical equipment - - -58,000 -22,000 
Rail - - -344,000 -69,000 
Gao et al. (2017[32]) LCA Turbochargers - -82.50% -73% - 
Note: Change in GHG emissions and waste disposal in ERN (2015[31]) are at the European level due to 
current remanufacturing rates. 
Note: The International Resource Panel is undertaking a major research project on remanufacturing, 
refurbishment, repair, and direct reuse. Among other outputs, this work includes calculations of the 
environmental impacts of life extension activities in the auto mobile, heavy machinery, and imaging 
equipment sectors. Final results were unavailable at the time of writing.  
Source: Various 
 
The key conclusion that emerges from the LCA literature is that remanufacturing can 
result in sectoral reductions in resource extraction and waste disposal that are often in the 
order of 80%. This, in turn, will translate into a variety of environmental impacts. The 
one that is most frequently evaluated in the literature is the avoided greenhouse gas 
emissions associated with extr action and processing of virgin resources into new 
products. Although the sectoral reductions in resource extraction, energy consumption,",../data/raw/business_models_circular_economy_oecd.pdf,72
"72 │ 4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
and greenhouse gas emissions shown in Table 4.2 seem large, they are consistent with the 
nature of remanufacturing. In many cases, it is the deterioration of a small number of 
parts or components, rather than a failure of the product itself, that leads to a loss of 
functionality. Remanufacturing worn out parts, while retaining the core of the original 
product, can therefore prevent the loss of a high proportion of the constituent materials, 
along with their embedded energy content. 
As discussed in the introduction to th is section, there are at least three second order 
effects that may partially offset the upstream environmental benefits associated with 
longer lived products. Two of these – the environmental footprint of transporting used 
cores, and the potential for rebound effects resulting from consumer savings – are largely 
ignored in the remanufacturing LCAs considered here. Further, most of the LCAs in 
Table 4.2 appear to assume zero recycling rates in their “disposal and buy a new product 
scenario” when, in reality, significant proportions of some end of life products are 
recycled (the chassis’ of end of life vehicles for example). 
Gutowski et al. (2011[26]) is the only study considered here that accounts for the impact of 
remanufacturing on the diffusion of new product designs.10 One important conclusion that 
emerges from this work is that, for certain product categories, the relatively poor energy 
efficiency of retained (remanufactured) products can more than offset the energy savings 
associated with reduced material production a nd traditional manufacturing (e.g. 
Figure 4.3: products 20 to 25 – dishwashers, monitor screens, refrigerators, and some 
computers). The authors highli ght that this risk is greatest for long -lived product 
categories characterised by high use -phase energy requirements and rapid efficiency 
improvements.  
Figure 4.3. Life cycle energy use of remanufactured products relative to new equivalents 
 
Note: Furniture (1 and 2), textiles (3 and 5), appliances (20, 23, 25), computers (4, 6, 7, 8, 21, 24), toner 
cartridge (10), engines (11, 12), electric engines (13, 14, 15, 17, 18, 19), tires (9, 22, 16). 
In sum, remanufacturing, like other product life extension business models, leads to 
avoided resource extraction, processing, and disposal; the environmental damages 
resulting from these associated with these activities will therefore be reduced. What is 
less clear from this review is the extent to which these environmental benefits are offset 
100% 100%
86%
50% 41%
27% 23% 13% 7% 6% 5% 2% 0%
-1% -2% -2% -3% -3% -4% -14%
-28% -31% -32%
-170%-180%",../data/raw/business_models_circular_economy_oecd.pdf,73
"4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS │ 73 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
by various second order effects, especially those associated with the use phase of the 
product life cycle. 11 Because remanufacturing keeps existing products in circulation for 
longer, it may also slow the diffusion of new and relatively efficient product designs. 
Caution in promoting manufacturing is warranted when the affected product categories 
are characterized by: (i) long product lives, (ii) energy or water intensive during the use 
phase, and (iii) high rates of efficiency improvements.  
4.3.3. Sharing models 
General environmental considerations 
Sharing models are based upon short term rental transactions of under -utilised economic 
assets or goods. They provide consumers with additional choice: instead of buying goods 
from a traditional business provider, it is possible to temporarily lease them from an 
individual. In terms of the environmental implications of this shift, there is a widely held 
view that, by facilitating the use of under -utilised goods, sharing models will have 
positive environmental impacts. Many platforms advertise themselves as green, and 
particularly as carbon -footprint reducing (e.g., Frenken an d Schor, 2017  ([33])). 
Consumers often appear to share this opinion. A survey undertaken by PWC in 2016 
found that 76% of surveyed individuals believed that “the sharing economy is better for 
the environment” (PWC, 2015[34]). Further, a survey undertaken by Bocker and Meelen 
(2017[35]) found that this perceived greenness was a key moti vation for participating in 
certain sectors of the sharing economy.12 
The idea underlying these attitudes seems to be that lower demand for new goods can 
reduce virgin resource extraction, material processing, and manufacturing, and therefore 
the environmen tal impacts associated with these activities. While there is likely to be 
some substance to this idea, the academic literature on these effects is more equivocal. 
There is little empirical evidence that sharing business models are, by definition, positive 
from an environmental viewpoint. Box 4.3 provides key conclusions from a set of recent 
assessments. 
 
Box 4.3. Environmental impacts of sharing models: evidence from recent assessments 
IDDRI (2014[36]): “the environmental impact of these (sharing) practices, in the way that 
they have developed today, is rarely obvious and there are many reasons to raise doubts: a 
degree of pragmatism is required” … and … “In particular, the analysis of the 
sustainability of the (sharing) models is hampered by the lack of studies and its 
dissemination. To quote the candid remarks of one expert, “it is hard to reason on the 
basis of very poor statistical data.” 
The Economist (2015): “In many cases, the benefits of sharing economy services are that 
they reduce cost and improve convenience —both of which might, in fact, boost 
consumption”. 
European Commission (2016[37]): “Available empirical evidence to date is very partial 
and inconclusive - in many cases, it is simply anecdotal and often presented by 
stakeholders in the current controversies. For example, Uber and Airbnb have released 
dozens of reports, the reliability of which could not be independently validated because 
the methodologies are not transparently illustrated and data are kept internal and not made",../data/raw/business_models_circular_economy_oecd.pdf,74
"74 │ 4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
 
Although robust data are unavailable, the environmental impacts associated with the 
continued emergence of sharing models will depend largely on at least three factors: (i) 
the effect that increased utilisation rates have on goods’ expected lifetimes, (ii) the 
composition of the additional consumption resulting from any financial savings, 13 and 
(iii) the existence of any differences in the life -cycle environmental footprin t of shared 
and traditional goods (e.g., IDDRI, 2014  ([36])). Given the previously mentioned lack of 
empirical data, the remainder of this section focusses on discussing each of these factors. 
The effect that increased utilisation of spare capacity will have on demand for new goods, 
and therefore on demand for virgin resource inputs, will depend on how increased 
utilisation affects the expected lifetime of the relevant goods. If the expected life  of a 
good is strongly related to how frequently it is used, then any increase in utilisation rates 
will lead to shorter product lives, more rapid product turnover, and a limited impact on 
overall demand.14 This scenario is probably most relevant for produc ts like vehicles or 
personal computers. In contrast, if the expected life of a good is not strongly related to 
how frequently it is used (consider housing or household tools for example), then 
increased utilisation may well lead to reduced demand for new production. 
Consumer surveys suggest that a key motivation for participating in the peer to peer 
markets is the availability of considerable savings (Böcker and Meelen, 2017 [35]). In 
concrete terms, it is considerably cheaper for consumers to satisfy demand for goods, 
mobility, and short stay accommodation through leasing rather than buying. The resulting 
financial savings can result in a rebound effect, where the environmental fo otprint of new 
consumption at least partially offsets any environmental benefits resulting from sharing. 
Relatedly, there is some (mostly anecdotal) evidence that the earning opportunities made 
possible by the emergence of sharing models are actually stimu lating investment in new 
capacity in certain markets. For example, it seems likely that some of the vehicles used by 
Uberpool drivers, and some of the apartments leased by Airbnb hosts, would never have 
been purchased in the absence of those platforms. Kee ping these considerations in mind 
accessible to researchers”. 
Sierra Club (2017[38]): “Many well -meaning, environment -friendly people have bought 
the line that the sharing economy is green” and “When it comes to the “greenness” of the 
sharing economy, magical thinking and corporate press releases have replaced fact -based 
discourse”. 
ADEME (2016[39]): “Collaborative consumption does not necessarily signify responsible 
consumption. Indeed, the environmental gain depends strongly on the traditional activity 
that the collaborative activity replaces.” 
Trinomics (2017[40]): “To date, little objective and thorough research has been done on 
the true environmental impacts of the collaborative economy. Many studies only use 
anecdotal evidence or only took into account direct and indirect environmental impacts, 
but not the rebound effect, that is the effect of increased consumption because of a 
decrease in prices, extra money earned and saved through engaging in the collaborative 
economy instead of the traditional economy”. 
Nordic Council of Ministers (2017[41]): “More efficient use of the resources through 
sharing initiatives could also contribute to environmental benefits, but this depends on 
how people change their behaviour and spend their savings from using the initiatives.”",../data/raw/business_models_circular_economy_oecd.pdf,75
"4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS │ 75 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
is important when considering the overall environmental impact of sharing models 
(especially the avoided resource extraction and processing associated with the 
displacement of traditional providers). 
If shared goods and th eir traditionally marketed equivalents were identical , then the two 
factors discussed above would probably determine much of the environmental impact of 
sharing models. However, in reality, the goods involved are often not identical, and this 
means that they can have differing environmental footprints. This effect can work in both 
directions. For example, in the context of mobility, the shared vehicles that are listed on 
peer to peer platforms like Getaround are likely to have a higher emissions signature t han 
the vehicles leased by traditional car rental agencies. In contrast, in the context of short 
term lodging, it is often argued that the rooms listed on platforms like Airbnb have a 
smaller energy and water footprint than those in traditional hotels (see below).  
LCA and survey data: the example of sharing under-utilised accommodation 
As noted above, there is little systematic research that has assessed the environmental 
impacts of sharing models. What does exist often focusses on these business models in  
the short term lodging segment of the hospitality sector. This section presents three such 
assessments. Some of this work has been commissioned by the platform operators 
themselves; the results should be interpreted with that in mind.  
A 2016 study undert aken by the World Economic Forum (WEF) and the Massachusetts 
Institute of Technology (MIT) assesses the material savings that might be associated with 
the emergence of accommodation sharing (WEF, 2016[42]). Researchers were interested in 
the role that Airbnb played in Rio de Janeiro before, during, and after the 2014 Football 
World Cup and 2016 Olympic Games. The authors found that short -term Airbnb leases 
housed around 17% of the estimated 500 000 tour ists who visited Rio de Janeiro during 
the Olympic Games. This was calculated to represent the equivalent of 257 newly built 
hotels, each of which “would have been a large undertaking in terms of financing and 
material use”. This study was a preliminary ef fort, but does serve to highlight two of the 
shortcomings that are common to other assessments of sharing models. First, by 
overlooking economic mechanisms, it probably overestimates the impact that Airbnb had 
on hotel construction and, by extension, on re source extraction and use. 15 Second, this 
estimate of avoided resource extraction and use is not extended to more tangible 
environmental impact categories such as global warming, acidification, and toxicity 
potential. Not all resource extraction is necessar ily “bad”; the impacts involved will vary 
significantly according to the types of materials involved and where they are extracted 
and processed. 
A 2014 study commissioned by AirBnb focusses more on the comparative use phase 
environmental impacts of shared and traditional (hotel) short term accommodation 
(Cleantech, 2014[43]). The research was based on 8 000 survey respondents in Europe and 
North America; jurisdictions which currently make up the vast ma jority of Airbnb stays. 
The study found that Airbnb guests in these two geographic areas use 63 - 84% less 
energy and 12 – 57% less water per guest night than typical hotel guests.16 Based on 92% 
of the respondents reporting that they produced an equal or l ower amount of waste than 
when at home, it was also concluded that Airbnb stays produce 28 -53% less waste than 
hotel stays. On the basis of these reductions, it was calculated that Airbnb stays in Europe 
resulted in annual greenhouse gas savings equivalent  to removing 200 000 cars from the 
road and annual water use savings equivalent to 1 100 Olympic size swimming pools.",../data/raw/business_models_circular_economy_oecd.pdf,76
"76 │ 4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
A 2017 study undertaken by the Agence de l’Environnement et de la Matrise de l’Energie 
(ADEME) also assesses short term sharing relative to traditional hotel rooms (ADEME, 
2016[39]). The authors find that the differential environmental impacts of this choice are 
difficult to evaluate because of the number of factors that require conside ration. The 
importance of individual behaviour, the relative sizes of rooms and apartments associated 
with Airbnb and hotel stays, and the electricity mix in different host countries are all 
factors that need to be considered. One firm conclusion provided by ADEME is that the 
sharing of under-utlilised capacity in the short term lodging segment is most likely to be 
environmentally beneficial when it involves individual rooms rather than entire 
apartments. In this situation, the energy and water use required  for lighting, heating, and 
cleaning will be shared across more than one individual. 
4.3.4. Product-service systems 
General considerations 
Product service systems change patterns of asset ownership. Instead of purchasing a good 
or asset, consumers purchase the se rvice(s) that the good or service provides: actual 
ownership often remains with the original manufacturer. This characteristic of PSS 
creates a new set of incentives around product design, product use, and product disposal, 
with associated implications for the life-cycle environmental footprint of affected goods. 
From a manufacturer’s perspective, the adoption of the user -oriented or result -oriented 
PSS variants means assuming responsibility for product disposal at the end of life. In a 
similar way to exten ded producer responsibility schemes, this can create an incentive to 
design products that are amenable to life extension processes such as remanufacture, 
refurbishment, or repair. This incentive, which is likely to be positive from an 
environmental viewpoint, may be at least partially offset by three opposing effects. 
It has been suggested that concerns about cannibalizing rentals of relatively new product 
lines can lead PSS providers to prematurely remove old products from the market. 
Agrawal et al. (2012[44]) argue that such behavior could contribute to shorter product lives 
relative to a situation where individuals seek to sell, rather than dispose of assets (e.g. 
cars in the second hand car market).  
It is possible that consumers use leased goods less carefully than goods that they own 
(Kuo, 2011[45]) which, if true, would also contribute to shorter product lives.  
As discussed in Section 3.3, the environmental implications of longer lived products are 
not entirely clear; the upstream environmental benefits resulting from any reduction in 
demand for virgin resources may be partially offset by an increased environmental 
footprint in the use phase. 
The adoption of PSS also creates other environmentally favourable incentives. For 
manufacturers producing consumable goods like energy and chemicals, the adoption of 
the result-oriented PSS variant will create incentives for their more efficient use. Thi s is 
nicely explained by (Tukker, 2015 [46]), who states that “in result -oriented business 
models, the use of materials also becomes merely a cost factor – using more materials or 
creating more products  does not lead to increased revenues”. In addition, from a 
consumer perspective, the pay for use tariff structure of the user -oriented PSS variant 
may create incentives for more efficient product use. Because the variable cost of product 
use is more promin ent than when products are owned, there will be a tendency to use 
them relatively sparingly.",../data/raw/business_models_circular_economy_oecd.pdf,77
"4. THE ENVIRONMENTAL IMPACTS OF CIRCULAR BUSINESS MODELS │ 77 
 
BUSINESS MODELS FOR THE CIRCULAR ECONOMY © OECD 2019 
  
User-oriented PSS business models are also being increasingly adopted in the context of 
digital products: e -books, streamed music and film, and digital media. Thi s has 
potentially significant environmental impacts because the material basis for these 
products becomes unnecessary. A subscription to Spotify or an online media outlet 
provides access to music and news without the need for CDs or newspapers. The key 
question in this context is the extent to which the associated reductions in resource 
extraction, processing, and eventual product disposal are offset by the increased resource 
mobilisation required for the development of digital infrastructure (data servers and cable 
networks) and personal electronic devices. Establishing the net environmental impact is 
challenging because of the different materials involved. 
Despite the existence of a considerable body of work on the environmental implications 
of PSS, there is little empirical evidence that they result in tangibly lower environmental 
pressure. The most comprehensive meta-analysis to date (Tukker, 2015[46]) concludes that 
“PSS will not by definition be more resource-efficient or ‘circular’ than product systems” 
but that “result -oriented PSS offers the greatest prospect of radical resource efficiency 
gains”. Currently operating examples of result -oriented – chemical leasing (e.g., OECD, 
2017 ([47])) or lighting or heating service contracts – are therefore worthy of additional 
attention. It is also likely that the environmental implications of the emergence of PSS 
will depend on the product category  affected. Agrawal et al. (2012[44]) and Intlekofer, 
Bras and Ferguson (2010[48]) find that environmental benefits are more likely to emerge  
when the product category involved is characterized by high use phase impacts and rapid 
technological progress. The following example therefore focusses on PSS as applied to 
urban car sharing. 
LCA and survey data: the example of urban car sharing schemes 
There is a considerable body of work that assesses the environmental impacts of car 
sharing. A selection of this literature is presented in Table 4.3. Most studies focus on the 
environmental impacts related to vehicle ownership and use. Vehicle kilometers travelled 
(VKT) and the associated greenhouse gas emissions, along with the number of  privately 
owned cars replaced by each shared vehicle are the most common impact categories. 
Changes in vehicle kilometers travelled are often viewed as a proxy for energy extraction 
and use, or for particulate emissions in urban environments. The number o f privately 
owned cars replaced is viewed as having implications for urban land use patterns, 
congestion, and virgin resource extraction rates (see below). Few studies consider the 
potential rebound effect associated with savings resulting from car sharing . This new 
consumption will tend to offset any gains associated with shared mobility.  
Most studies assessing the environmental impacts of car sharing use consumer surveys to 
establish how the existence of a car sharing scheme changes vehicle ownership and  
mobility decisions. Car sharing members are asked a variety of questions about how their 
driving behavior, vehicle ownership, and use of other transport modes change due to the 
introduction of a car sharing scheme. Typically, respondents are presented wit h a before 
and after scenario; they are asked to compare their current behavior with a counterfactual 
based on recollections of their past behavior. 17 It is important to keep in mind the 
shortcomings of such an approach. First, individuals’ recollections of  their past behavior 
may deviate from their actual behavior; any systematic deviation will tend to bias the 
results of the subsequent analysis. Second, the current behavior of surveyed individuals is 
unlikely to be entirely attributable to the introduction  of a vehicle sharing scheme. For 
example, changes in fuel prices are also likely to affect transport decisions.18",../data/raw/business_models_circular_economy_oecd.pdf,78
